evidence_id,source_stage,source_artifact,source_row_or_claim_id,target,evidence_type,evidence_status,exact_value,display_value,allowed_sections,primary_or_secondary,allowed_wording,forbidden_wording,table_id,figure_id,citation_keys,limitations_required,verified
E_A14_LOOPING_B2_MODEL_MACRO_AP,A1.4,artifacts/a1_4_lomo_macro_metrics.csv,all-model macro AP,looping,MODEL_TRANSFER,DEV_ONLY,0.9145954551921753,,Results R1;Results R2;Appendix,secondary,exploratory_dev; source_row_key=target=looping;baseline_id=B2; support_role=exploratory; all-model macro F1=0.8959696217760734; external task-group counterpart rate=1.0; not joint task-model OOD,official-test comparative claim; universal hierarchy,,,,source_row_key=target=looping;baseline_id=B2; support_role=exploratory; all-model macro F1=0.8959696217760734; external task-group counterpart rate=1.0; not joint task-model OOD,true
E_A15_SUCCESS_S0_FULL13_MACRO_AP,A1.5,artifacts/a1_5_macro_metrics.csv;artifacts/a1_5_structural_ablation_deltas.csv,macro AP,success,ABLATION,DEV_ONLY,0.4798096424543246,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=target=success;variant_id=S0_full13; support_role=primary; macro delta AP=0.0; pooled delta AP=0.0; retained AP-lift ratio=1.0; descriptive non-causal ablation,official-test comparative claim; universal hierarchy,,,,source_row_key=target=success;variant_id=S0_full13; support_role=primary; macro delta AP=0.0; pooled delta AP=0.0; retained AP-lift ratio=1.0; descriptive non-causal ablation,true
E_A15_SUCCESS_S1_NO_TERMINATION_MACRO_AP,A1.5,artifacts/a1_5_macro_metrics.csv;artifacts/a1_5_structural_ablation_deltas.csv,macro AP,success,ABLATION,DEV_ONLY,0.5181580179647153,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=target=success;variant_id=S1_no_termination; support_role=primary; macro delta AP=0.038348375510390664; pooled delta AP=-0.034938617631940505; retained AP-lift ratio=0.7806465823697928; descriptive non-causal ablation,official-test comparative claim; universal hierarchy,,,,source_row_key=target=success;variant_id=S1_no_termination; support_role=primary; macro delta AP=0.038348375510390664; pooled delta AP=-0.034938617631940505; retained AP-lift ratio=0.7806465823697928; descriptive non-causal ablation,true
E_A15_SUCCESS_S6_TERMINATION_REPETITION_ONLY_MACRO_AP,A1.5,artifacts/a1_5_macro_metrics.csv;artifacts/a1_5_structural_ablation_deltas.csv,macro AP,success,ABLATION,DEV_ONLY,0.5115987974378046,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=target=success;variant_id=S6_termination_repetition_only; support_role=secondary; macro delta AP=0.03178915498347995; pooled delta AP=-0.015252000187100656; retained AP-lift ratio=0.9042441117166984; descriptive non-causal ablation,official-test comparative claim; universal hierarchy,,,,source_row_key=target=success;variant_id=S6_termination_repetition_only; support_role=secondary; macro delta AP=0.03178915498347995; pooled delta AP=-0.015252000187100656; retained AP-lift ratio=0.9042441117166984; descriptive non-causal ablation,true
E_A15_SIDE_EFFECT_S0_FULL13_MACRO_AP,A1.5,artifacts/a1_5_macro_metrics.csv;artifacts/a1_5_structural_ablation_deltas.csv,macro AP,side_effect,ABLATION,DEV_ONLY,0.06044294222122107,,Results R1;Results R2;Appendix,secondary,exploratory_dev; source_row_key=target=side_effect;variant_id=S0_full13; support_role=diagnostic; macro delta AP=0.0; pooled delta AP=0.0; retained AP-lift ratio=NA; descriptive non-causal ablation,official-test comparative claim; universal hierarchy,,,,source_row_key=target=side_effect;variant_id=S0_full13; support_role=diagnostic; macro delta AP=0.0; pooled delta AP=0.0; retained AP-lift ratio=NA; descriptive non-causal ablation,true
E_A15_LOOPING_S0_FULL13_MACRO_AP,A1.5,artifacts/a1_5_macro_metrics.csv;artifacts/a1_5_structural_ablation_deltas.csv,macro AP,looping,ABLATION,DEV_ONLY,0.8508412981380737,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=target=looping;variant_id=S0_full13; support_role=primary; macro delta AP=0.0; pooled delta AP=0.0; retained AP-lift ratio=1.0; descriptive non-causal ablation,official-test comparative claim; universal hierarchy,,,,source_row_key=target=looping;variant_id=S0_full13; support_role=primary; macro delta AP=0.0; pooled delta AP=0.0; retained AP-lift ratio=1.0; descriptive non-causal ablation,true
E_A15_LOOPING_S2_NO_REPETITION_MACRO_AP,A1.5,artifacts/a1_5_macro_metrics.csv;artifacts/a1_5_structural_ablation_deltas.csv,macro AP,looping,ABLATION,DEV_ONLY,0.8191435228896013,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=target=looping;variant_id=S2_no_repetition; support_role=primary; macro delta AP=-0.03169777524847239; pooled delta AP=-0.04233232096223949; retained AP-lift ratio=0.8845435369934274; descriptive non-causal ablation,official-test comparative claim; universal hierarchy,,,,source_row_key=target=looping;variant_id=S2_no_repetition; support_role=primary; macro delta AP=-0.03169777524847239; pooled delta AP=-0.04233232096223949; retained AP-lift ratio=0.8845435369934274; descriptive non-causal ablation,true
E_A15_LOOPING_S6_TERMINATION_REPETITION_ONLY_MACRO_AP,A1.5,artifacts/a1_5_macro_metrics.csv;artifacts/a1_5_structural_ablation_deltas.csv,macro AP,looping,ABLATION,DEV_ONLY,0.9013561044401228,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=target=looping;variant_id=S6_termination_repetition_only; support_role=secondary; macro delta AP=0.050514806302049076; pooled delta AP=0.07749168241532411; retained AP-lift ratio=1.2113495164151904; descriptive non-causal ablation,official-test comparative claim; universal hierarchy,,,,source_row_key=target=looping;variant_id=S6_termination_repetition_only; support_role=secondary; macro delta AP=0.050514806302049076; pooled delta AP=0.07749168241532411; retained AP-lift ratio=1.2113495164151904; descriptive non-causal ablation,true
E_A16_P1_SUCCESS_MACRO_AP_LIFT,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,macro_ap_lift,success,UNCERTAINTY,DEV_ONLY,0.18040488054956272,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=P1;target=success;scope=macro;metric=ap_lift; support_role=primary; grade=stable_positive_under_bootstrap; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P1;target=success;scope=macro;metric=ap_lift; support_role=primary; grade=stable_positive_under_bootstrap; fixed draws=10000; no new draw in A1.8,true
E_A16_P2_SUCCESS_MACRO_AP,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,macro_ap_delta_A_minus_B,success,UNCERTAINTY,DEV_ONLY,0.056952764093636365,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=P2;target=success;scope=macro;metric=ap; support_role=primary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P2;target=success;scope=macro;metric=ap; support_role=primary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,true
E_A16_P2_SUCCESS_MACRO_F1,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,macro_f1_delta_A_minus_B,success,UNCERTAINTY,DEV_ONLY,0.12535978712485996,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=P2;target=success;scope=macro;metric=f1; support_role=primary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P2;target=success;scope=macro;metric=f1; support_role=primary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,true
E_A16_P3_SUCCESS_MACRO_AP,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,macro_ap_delta_A_minus_B,success,UNCERTAINTY,DEV_ONLY,0.038348375510390664,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=P3;target=success;scope=macro;metric=ap; support_role=primary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P3;target=success;scope=macro;metric=ap; support_role=primary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,true
E_A16_P3_SUCCESS_POOLED_AP,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,pooled_ap_delta_A_minus_B,success,UNCERTAINTY,DEV_ONLY,-0.034938617631940505,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=P3;target=success;scope=pooled;metric=ap; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P3;target=success;scope=pooled;metric=ap; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,true
E_A16_P3_SUCCESS_MACRO_F1,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,macro_f1_delta_A_minus_B,success,UNCERTAINTY,DEV_ONLY,0.00900040999675722,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=P3;target=success;scope=macro;metric=f1; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P3;target=success;scope=macro;metric=f1; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,true
E_A16_P4_SUCCESS_MACRO_AP,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,macro_ap_delta_A_minus_B,success,UNCERTAINTY,DEV_ONLY,0.03178915498347995,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=P4;target=success;scope=macro;metric=ap; support_role=primary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P4;target=success;scope=macro;metric=ap; support_role=primary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,true
E_A16_P4_SUCCESS_POOLED_AP,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,pooled_ap_delta_A_minus_B,success,UNCERTAINTY,DEV_ONLY,-0.015252000187100656,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=P4;target=success;scope=pooled;metric=ap; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P4;target=success;scope=pooled;metric=ap; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,true
E_A16_P4_SUCCESS_MACRO_F1,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,macro_f1_delta_A_minus_B,success,UNCERTAINTY,DEV_ONLY,0.06574285736420449,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=P4;target=success;scope=macro;metric=f1; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P4;target=success;scope=macro;metric=f1; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,true
E_A16_P5_LOOPING_MACRO_AP_LIFT,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,macro_ap_lift,looping,UNCERTAINTY,DEV_ONLY,0.4040609951077707,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=P5;target=looping;scope=macro;metric=ap_lift; support_role=primary; grade=stable_positive_under_bootstrap; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P5;target=looping;scope=macro;metric=ap_lift; support_role=primary; grade=stable_positive_under_bootstrap; fixed draws=10000; no new draw in A1.8,true
E_A16_P6_LOOPING_MACRO_AP,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,macro_ap_delta_A_minus_B,looping,UNCERTAINTY,DEV_ONLY,-0.03169777524847239,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=P6;target=looping;scope=macro;metric=ap; support_role=primary; grade=stable_drop_for_A_vs_B; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P6;target=looping;scope=macro;metric=ap; support_role=primary; grade=stable_drop_for_A_vs_B; fixed draws=10000; no new draw in A1.8,true
E_A16_P6_LOOPING_POOLED_AP,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,pooled_ap_delta_A_minus_B,looping,UNCERTAINTY,DEV_ONLY,-0.04233232096223949,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=P6;target=looping;scope=pooled;metric=ap; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P6;target=looping;scope=pooled;metric=ap; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,true
E_A16_P6_LOOPING_MACRO_F1,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,macro_f1_delta_A_minus_B,looping,UNCERTAINTY,DEV_ONLY,0.005986064127529334,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=P6;target=looping;scope=macro;metric=f1; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P6;target=looping;scope=macro;metric=f1; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,true
E_A16_P7_LOOPING_MACRO_AP,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,macro_ap_delta_A_minus_B,looping,UNCERTAINTY,DEV_ONLY,0.05051480630204919,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=P7;target=looping;scope=macro;metric=ap; support_role=primary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P7;target=looping;scope=macro;metric=ap; support_role=primary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,true
E_A16_P7_LOOPING_POOLED_AP,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,pooled_ap_delta_A_minus_B,looping,UNCERTAINTY,DEV_ONLY,0.07749168241532411,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=P7;target=looping;scope=pooled;metric=ap; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P7;target=looping;scope=pooled;metric=ap; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,true
E_A16_P7_LOOPING_MACRO_F1,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,macro_f1_delta_A_minus_B,looping,UNCERTAINTY,DEV_ONLY,-0.017446147509394883,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=P7;target=looping;scope=macro;metric=f1; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P7;target=looping;scope=macro;metric=f1; support_role=secondary; grade=difference_uncertain; fixed draws=10000; no new draw in A1.8,true
E_A16_P8_SIDE_EFFECT_MACRO_AP,A1.6,artifacts/a1_6_primary_paired_delta_summary.csv,macro_ap,side_effect,UNCERTAINTY,DEV_ONLY,0.11194123811143843,,Results R1;Results R2;Appendix,secondary,exploratory_dev; source_row_key=comparison_id=P8;target=side_effect;scope=macro;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; fixed draws=10000; no new draw in A1.8,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=P8;target=side_effect;scope=macro;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; fixed draws=10000; no new draw in A1.8,true
E_A17_SUCCESS_B4_MACRO_AP,A1.7,artifacts/a1_7_macro_metrics.csv,macro AP,success,DENSE_SEMANTICS,DEV_ONLY,0.5445250857614568,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=target=success;baseline_id=B4_dense_embedding_lr; support_role=primary; macro F1=0.407043407043407; macro AP lift=0.2451203238566948,official-test comparative claim; universal hierarchy,,,,source_row_key=target=success;baseline_id=B4_dense_embedding_lr; support_role=primary; macro F1=0.407043407043407; macro AP lift=0.2451203238566948,true
E_A17_SIDE_EFFECT_B4_MACRO_AP,A1.7,artifacts/a1_7_macro_metrics.csv,macro AP,side_effect,DENSE_SEMANTICS,DEV_ONLY,0.14653246891260335,,Results R1;Results R2;Appendix,secondary,exploratory_dev; source_row_key=target=side_effect;baseline_id=B4_dense_embedding_lr; support_role=diagnostic; macro F1=0.1306671697164057; macro AP lift=0.07699223902754587,official-test comparative claim; universal hierarchy,,,,source_row_key=target=side_effect;baseline_id=B4_dense_embedding_lr; support_role=diagnostic; macro F1=0.1306671697164057; macro AP lift=0.07699223902754587,true
E_A17_LOOPING_B4_MACRO_AP,A1.7,artifacts/a1_7_macro_metrics.csv,macro AP,looping,DENSE_SEMANTICS,DEV_ONLY,0.7946010610848203,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=target=looping;baseline_id=B4_dense_embedding_lr; support_role=secondary; macro F1=0.7817898997221215; macro AP lift=0.3478207580545173,official-test comparative claim; universal hierarchy,,,,source_row_key=target=looping;baseline_id=B4_dense_embedding_lr; support_role=secondary; macro F1=0.7817898997221215; macro AP lift=0.3478207580545173,true
E_A17_Q1_SUCCESS_MACRO_AP_LIFT,A1.7,artifacts/a1_7_bootstrap_primary_summary.csv,macro_ap_lift,success,DENSE_SEMANTICS,DEV_ONLY,0.2451203238566948,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=Q1;target=success;scope=macro;held_out_group=;metric=ap_lift; support_role=primary; grade=stable_positive_under_bootstrap; reused frozen A1.6 draw registry byte-for-byte,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=Q1;target=success;scope=macro;held_out_group=;metric=ap_lift; support_role=primary; grade=stable_positive_under_bootstrap; reused frozen A1.6 draw registry byte-for-byte,true
E_A17_Q2_SUCCESS_MACRO_AP_DELTA,A1.7,artifacts/a1_7_bootstrap_primary_summary.csv,macro_ap_delta_A_minus_B,success,DENSE_SEMANTICS,DEV_ONLY,0.1216682074007685,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=Q2;target=success;scope=macro;held_out_group=;metric=ap; support_role=primary; grade=difference_uncertain; reused frozen A1.6 draw registry byte-for-byte,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=Q2;target=success;scope=macro;held_out_group=;metric=ap; support_role=primary; grade=difference_uncertain; reused frozen A1.6 draw registry byte-for-byte,true
E_A17_Q2_SUCCESS_MACRO_F1_DELTA,A1.7,artifacts/a1_7_bootstrap_primary_summary.csv,macro_f1_delta_A_minus_B,success,DENSE_SEMANTICS,DEV_ONLY,0.015098890360310313,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=Q2;target=success;scope=macro;held_out_group=;metric=f1; support_role=primary; grade=difference_uncertain; reused frozen A1.6 draw registry byte-for-byte,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=Q2;target=success;scope=macro;held_out_group=;metric=f1; support_role=primary; grade=difference_uncertain; reused frozen A1.6 draw registry byte-for-byte,true
E_A17_Q3_SUCCESS_MACRO_AP_DELTA,A1.7,artifacts/a1_7_bootstrap_primary_summary.csv,macro_ap_delta_A_minus_B,success,DENSE_SEMANTICS,DEV_ONLY,0.06471544330713214,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=Q3;target=success;scope=macro;held_out_group=;metric=ap; support_role=primary; grade=difference_uncertain; reused frozen A1.6 draw registry byte-for-byte,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=Q3;target=success;scope=macro;held_out_group=;metric=ap; support_role=primary; grade=difference_uncertain; reused frozen A1.6 draw registry byte-for-byte,true
E_A17_Q3_SUCCESS_MACRO_F1_DELTA,A1.7,artifacts/a1_7_bootstrap_primary_summary.csv,macro_f1_delta_A_minus_B,success,DENSE_SEMANTICS,DEV_ONLY,-0.11026089676454964,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=Q3;target=success;scope=macro;held_out_group=;metric=f1; support_role=primary; grade=stable_drop_for_A_vs_B; reused frozen A1.6 draw registry byte-for-byte,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=Q3;target=success;scope=macro;held_out_group=;metric=f1; support_role=primary; grade=stable_drop_for_A_vs_B; reused frozen A1.6 draw registry byte-for-byte,true
E_A17_Q4_SIDE_EFFECT_MACRO_AP,A1.7,artifacts/a1_7_bootstrap_primary_summary.csv,macro_ap,side_effect,DENSE_SEMANTICS,DEV_ONLY,0.14653246891260333,,Results R1;Results R2;Appendix,secondary,exploratory_dev; source_row_key=comparison_id=Q4;target=side_effect;scope=macro;held_out_group=;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=Q4;target=side_effect;scope=macro;held_out_group=;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte,true
E_A17_Q4_SIDE_EFFECT_POOLED_AP,A1.7,artifacts/a1_7_bootstrap_primary_summary.csv,pooled_ap,side_effect,DENSE_SEMANTICS,DEV_ONLY,0.10023091746107538,,Results R1;Results R2;Appendix,secondary,exploratory_dev; source_row_key=comparison_id=Q4;target=side_effect;scope=pooled;held_out_group=;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=Q4;target=side_effect;scope=pooled;held_out_group=;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte,true
E_A17_Q4_SIDE_EFFECT_MACRO_AP_DELTA,A1.7,artifacts/a1_7_bootstrap_primary_summary.csv,macro_ap_delta_A_minus_B,side_effect,DENSE_SEMANTICS,DEV_ONLY,0.0345912308011649,,Results R1;Results R2;Appendix,secondary,exploratory_dev; source_row_key=comparison_id=Q4;target=side_effect;scope=macro;held_out_group=;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=Q4;target=side_effect;scope=macro;held_out_group=;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte,true
E_A17_Q5_LOOPING_MACRO_AP_DELTA,A1.7,artifacts/a1_7_bootstrap_primary_summary.csv,macro_ap_delta_A_minus_B,looping,DENSE_SEMANTICS,DEV_ONLY,-0.05624023705325332,,Results R1;Results R2;Appendix,secondary,dev_only; source_row_key=comparison_id=Q5;target=looping;scope=macro;held_out_group=;metric=ap; support_role=secondary; grade=difference_uncertain; reused frozen A1.6 draw registry byte-for-byte,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=Q5;target=looping;scope=macro;held_out_group=;metric=ap; support_role=secondary; grade=difference_uncertain; reused frozen A1.6 draw registry byte-for-byte,true
E_A17_Q4_SIDE_EFFECT_DOMAIN_ASSISTANTBENCH_AP,A1.7,artifacts/a1_7_bootstrap_primary_summary.csv,domain_ap,side_effect,DENSE_SEMANTICS,DEV_ONLY,,,Results R1;Results R2;Appendix,secondary,exploratory_dev; source_row_key=comparison_id=Q4;target=side_effect;scope=domain;held_out_group=assistantbench;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=Q4;target=side_effect;scope=domain;held_out_group=assistantbench;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte,true
E_A17_Q4_SIDE_EFFECT_DOMAIN_VISUALWEBARENA_AP,A1.7,artifacts/a1_7_bootstrap_primary_summary.csv,domain_ap,side_effect,DENSE_SEMANTICS,DEV_ONLY,0.10317460317460317,,Results R1;Results R2;Appendix,secondary,exploratory_dev; source_row_key=comparison_id=Q4;target=side_effect;scope=domain;held_out_group=visualwebarena;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=Q4;target=side_effect;scope=domain;held_out_group=visualwebarena;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte,true
E_A17_Q4_SIDE_EFFECT_DOMAIN_WEBARENA_AP,A1.7,artifacts/a1_7_bootstrap_primary_summary.csv,domain_ap,side_effect,DENSE_SEMANTICS,DEV_ONLY,0.11142280356320684,,Results R1;Results R2;Appendix,secondary,exploratory_dev; source_row_key=comparison_id=Q4;target=side_effect;scope=domain;held_out_group=webarena;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=Q4;target=side_effect;scope=domain;held_out_group=webarena;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte,true
E_A17_Q4_SIDE_EFFECT_DOMAIN_WORKARENA_AP,A1.7,artifacts/a1_7_bootstrap_primary_summary.csv,domain_ap,side_effect,DENSE_SEMANTICS,DEV_ONLY,0.225,,Results R1;Results R2;Appendix,secondary,exploratory_dev; source_row_key=comparison_id=Q4;target=side_effect;scope=domain;held_out_group=workarena;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte,official-test comparative claim; universal hierarchy,,,,source_row_key=comparison_id=Q4;target=side_effect;scope=domain;held_out_group=workarena;metric=ap; support_role=diagnostic; grade=support_diagnostic_only; reused frozen A1.6 draw registry byte-for-byte,true
E_A19_SUCCESS_METHOD_FREEZE,A1.9,artifacts/final_models/final_success_b2.joblib,selected_method_threshold,success,METHOD_FREEZE,DEV_ONLY,FINAL_SUCCESS_B2@0.55,,Results R1;Results R2;Appendix,secondary,confirmatory_primary; config=B2_C10p0_cw_balanced; positive_n=58; oof_AP=0.5465428107647715; oof_F1=0.6612903225806451,official-test comparative claim; universal hierarchy,,,,config=B2_C10p0_cw_balanced; positive_n=58; oof_AP=0.5465428107647715; oof_F1=0.6612903225806451,true
E_A19_LOOPING_METHOD_FREEZE,A1.9,artifacts/final_models/final_looping_b2.joblib,selected_method_threshold,looping,METHOD_FREEZE,DEV_ONLY,FINAL_LOOPING_B2@0.55,,Results R1;Results R2;Appendix,secondary,confirmatory_primary; config=B2_C1p0_cw_balanced; positive_n=92; oof_AP=0.9140810084290651; oof_F1=0.9109947643979057,official-test comparative claim; universal hierarchy,,,,config=B2_C1p0_cw_balanced; positive_n=92; oof_AP=0.9140810084290651; oof_F1=0.9109947643979057,true
E_A19_SIDE_EFFECT_METHOD_FREEZE,A1.9,artifacts/final_models/final_side_effect_b4.joblib,selected_method_threshold,side_effect,METHOD_FREEZE,DEV_ONLY,FINAL_SIDE_EFFECT_B4@0.4,,Results R1;Results R2;Appendix,secondary,exploratory_only; config=B4_C10p0_cw_balanced; positive_n=12; oof_AP=0.18987790304420496; oof_F1=0.32558139534883723,official-test comparative claim; universal hierarchy,,,,config=B4_C10p0_cw_balanced; positive_n=12; oof_AP=0.18987790304420496; oof_F1=0.32558139534883723,true
E_A110_SUCCESS_HELDOUT,A1.10b,artifacts/a1_10_target_metrics.csv,pooled_AP|AP_lift|positive_F1,success,BLIND_TEST,CONFIRMATORY_SUPPORTED,0.65483617599915878|0.38956726077582238|0.6820987654320988,,Abstract;Results R3;Discussion,primary,confirmatory_primary; positive_n=291; negative_n=806; prevalence=0.2652689152233364; final_grade=CONFIRMED_HELDOUT_SIGNAL,unseen benchmark; arbitrary agents; joint OOD; causality,,,,positive_n=291; negative_n=806; prevalence=0.2652689152233364; final_grade=CONFIRMED_HELDOUT_SIGNAL,true
