trajectory_key,target,label,held_out_model,role,group_key,benchmark_group_primary,benchmark_group_secondary,model_name
workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,workarena,workarena_l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,validation,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,workarena,workarena_l2,GenericAgent-anthropic_claude-3.7-sonnet
workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-gpt-4o-2024-11-20,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,workarena,workarena_l2,GenericAgent-gpt-4o-2024-11-20
workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,workarena,workarena_l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2,workarena,workarena_l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2::GenericAgent-anthropic_claude-3.7-sonnet,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,validation,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2,workarena,workarena_l2,GenericAgent-anthropic_claude-3.7-sonnet
workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2::GenericAgent-gpt-4o-2024-11-20,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2,workarena,workarena_l2,GenericAgent-gpt-4o-2024-11-20
workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2,workarena,workarena_l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2,workarena,workarena_l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,validation,workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2,workarena,workarena_l2,GenericAgent-anthropic_claude-3.7-sonnet
workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2::GenericAgent-gpt-4o-2024-11-20,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2,workarena,workarena_l2,GenericAgent-gpt-4o-2024-11-20
workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2,workarena,workarena_l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
workarena::workarena.servicenow.get-warranty-expiration-date-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.get-warranty-expiration-date-l2,workarena,workarena_l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
workarena::workarena.servicenow.get-warranty-expiration-date-l2::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,validation,workarena::workarena.servicenow.get-warranty-expiration-date-l2,workarena,workarena_l2,GenericAgent-anthropic_claude-3.7-sonnet
workarena::workarena.servicenow.get-warranty-expiration-date-l2::GenericAgent-gpt-4o-2024-11-20,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.get-warranty-expiration-date-l2,workarena,workarena_l2,GenericAgent-gpt-4o-2024-11-20
workarena::workarena.servicenow.get-warranty-expiration-date-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.get-warranty-expiration-date-l2,workarena,workarena_l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
workarena::workarena.servicenow.high-priority-filter-problems-and-mark-duplicates-medium-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.high-priority-filter-problems-and-mark-duplicates-medium-l2,workarena,workarena_l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
workarena::workarena.servicenow.high-priority-filter-problems-and-mark-duplicates-medium-l2::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,validation,workarena::workarena.servicenow.high-priority-filter-problems-and-mark-duplicates-medium-l2,workarena,workarena_l2,GenericAgent-anthropic_claude-3.7-sonnet
workarena::workarena.servicenow.high-priority-filter-problems-and-mark-duplicates-medium-l2::GenericAgent-gpt-4o-2024-11-20,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.high-priority-filter-problems-and-mark-duplicates-medium-l2,workarena,workarena_l2,GenericAgent-gpt-4o-2024-11-20
workarena::workarena.servicenow.high-priority-filter-problems-and-mark-duplicates-medium-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.high-priority-filter-problems-and-mark-duplicates-medium-l2,workarena,workarena_l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
workarena::workarena.servicenow.infeasible-navigate-and-create-hardware-asset-with-reason-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.infeasible-navigate-and-create-hardware-asset-with-reason-l2,workarena,workarena_l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
workarena::workarena.servicenow.infeasible-navigate-and-create-hardware-asset-with-reason-l2::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,validation,workarena::workarena.servicenow.infeasible-navigate-and-create-hardware-asset-with-reason-l2,workarena,workarena_l2,GenericAgent-anthropic_claude-3.7-sonnet
workarena::workarena.servicenow.infeasible-navigate-and-create-hardware-asset-with-reason-l2::GenericAgent-gpt-4o-2024-11-20,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.infeasible-navigate-and-create-hardware-asset-with-reason-l2,workarena,workarena_l2,GenericAgent-gpt-4o-2024-11-20
workarena::workarena.servicenow.infeasible-navigate-and-create-hardware-asset-with-reason-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.infeasible-navigate-and-create-hardware-asset-with-reason-l2,workarena,workarena_l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
workarena::workarena.servicenow.navigate-and-order-apple-mac-book-pro15-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.navigate-and-order-apple-mac-book-pro15-l2,workarena,workarena_l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
workarena::workarena.servicenow.navigate-and-order-apple-mac-book-pro15-l2::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,validation,workarena::workarena.servicenow.navigate-and-order-apple-mac-book-pro15-l2,workarena,workarena_l2,GenericAgent-anthropic_claude-3.7-sonnet
workarena::workarena.servicenow.navigate-and-order-apple-mac-book-pro15-l2::GenericAgent-gpt-4o-2024-11-20,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.navigate-and-order-apple-mac-book-pro15-l2,workarena,workarena_l2,GenericAgent-gpt-4o-2024-11-20
workarena::workarena.servicenow.navigate-and-order-apple-mac-book-pro15-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.navigate-and-order-apple-mac-book-pro15-l2,workarena,workarena_l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
workarena::workarena.servicenow.navigate-and-order-loaner-laptop-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.navigate-and-order-loaner-laptop-l2,workarena,workarena_l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
workarena::workarena.servicenow.navigate-and-order-loaner-laptop-l2::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,validation,workarena::workarena.servicenow.navigate-and-order-loaner-laptop-l2,workarena,workarena_l2,GenericAgent-anthropic_claude-3.7-sonnet
workarena::workarena.servicenow.navigate-and-order-loaner-laptop-l2::GenericAgent-gpt-4o-2024-11-20,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.navigate-and-order-loaner-laptop-l2,workarena,workarena_l2,GenericAgent-gpt-4o-2024-11-20
workarena::workarena.servicenow.navigate-and-order-loaner-laptop-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.navigate-and-order-loaner-laptop-l2,workarena,workarena_l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
workarena::workarena.servicenow.priority-filter-problems-and-mark-duplicates-medium-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.priority-filter-problems-and-mark-duplicates-medium-l2,workarena,workarena_l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
workarena::workarena.servicenow.priority-filter-problems-and-mark-duplicates-medium-l2::GenericAgent-anthropic_claude-3.7-sonnet,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,validation,workarena::workarena.servicenow.priority-filter-problems-and-mark-duplicates-medium-l2,workarena,workarena_l2,GenericAgent-anthropic_claude-3.7-sonnet
workarena::workarena.servicenow.priority-filter-problems-and-mark-duplicates-medium-l2::GenericAgent-gpt-4o-2024-11-20,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.priority-filter-problems-and-mark-duplicates-medium-l2,workarena,workarena_l2,GenericAgent-gpt-4o-2024-11-20
workarena::workarena.servicenow.priority-filter-problems-and-mark-duplicates-medium-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.priority-filter-problems-and-mark-duplicates-medium-l2,workarena,workarena_l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
workarena::workarena.servicenow.sort-user-list::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.sort-user-list,workarena,workarena_l1,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
workarena::workarena.servicenow.sort-user-list::GenericAgent-anthropic_claude-3.7-sonnet,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,validation,workarena::workarena.servicenow.sort-user-list,workarena,workarena_l1,GenericAgent-anthropic_claude-3.7-sonnet
workarena::workarena.servicenow.sort-user-list::GenericAgent-gpt-4o-2024-11-20,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.sort-user-list,workarena,workarena_l1,GenericAgent-gpt-4o-2024-11-20
workarena::workarena.servicenow.sort-user-list::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.sort-user-list,workarena,workarena_l1,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
workarena::workarena.servicenow.three-changes-fix-wide-priority-uniform-risk-change-request-scheduling-l2::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.three-changes-fix-wide-priority-uniform-risk-change-request-scheduling-l2,workarena,workarena_l2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
workarena::workarena.servicenow.three-changes-fix-wide-priority-uniform-risk-change-request-scheduling-l2::GenericAgent-anthropic_claude-3.7-sonnet,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,validation,workarena::workarena.servicenow.three-changes-fix-wide-priority-uniform-risk-change-request-scheduling-l2,workarena,workarena_l2,GenericAgent-anthropic_claude-3.7-sonnet
workarena::workarena.servicenow.three-changes-fix-wide-priority-uniform-risk-change-request-scheduling-l2::GenericAgent-gpt-4o-2024-11-20,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.three-changes-fix-wide-priority-uniform-risk-change-request-scheduling-l2,workarena,workarena_l2,GenericAgent-gpt-4o-2024-11-20
workarena::workarena.servicenow.three-changes-fix-wide-priority-uniform-risk-change-request-scheduling-l2::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,GenericAgent-anthropic_claude-3.7-sonnet,train,workarena::workarena.servicenow.three-changes-fix-wide-priority-uniform-risk-change-request-scheduling-l2,workarena,workarena_l2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
assistantbench::assistantbench.validation.11::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.11,assistantbench,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
assistantbench::assistantbench.validation.11::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.11,assistantbench,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet
assistantbench::assistantbench.validation.11::GenericAgent-gpt-4o-2024-11-20,looping,1,GenericAgent-gpt-4o-2024-11-20,validation,assistantbench::assistantbench.validation.11,assistantbench,assistantbench,GenericAgent-gpt-4o-2024-11-20
assistantbench::assistantbench.validation.11::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.11,assistantbench,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
assistantbench::assistantbench.validation.25::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.25,assistantbench,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
assistantbench::assistantbench.validation.25::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.25,assistantbench,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet
assistantbench::assistantbench.validation.25::GenericAgent-gpt-4o-2024-11-20,looping,0,GenericAgent-gpt-4o-2024-11-20,validation,assistantbench::assistantbench.validation.25,assistantbench,assistantbench,GenericAgent-gpt-4o-2024-11-20
assistantbench::assistantbench.validation.25::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.25,assistantbench,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
assistantbench::assistantbench.validation.31::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.31,assistantbench,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
assistantbench::assistantbench.validation.31::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.31,assistantbench,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet
assistantbench::assistantbench.validation.31::GenericAgent-gpt-4o-2024-11-20,looping,1,GenericAgent-gpt-4o-2024-11-20,validation,assistantbench::assistantbench.validation.31,assistantbench,assistantbench,GenericAgent-gpt-4o-2024-11-20
assistantbench::assistantbench.validation.31::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.31,assistantbench,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
assistantbench::assistantbench.validation.3::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.3,assistantbench,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
assistantbench::assistantbench.validation.3::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.3,assistantbench,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet
assistantbench::assistantbench.validation.3::GenericAgent-gpt-4o-2024-11-20,looping,1,GenericAgent-gpt-4o-2024-11-20,validation,assistantbench::assistantbench.validation.3,assistantbench,assistantbench,GenericAgent-gpt-4o-2024-11-20
assistantbench::assistantbench.validation.3::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.3,assistantbench,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
assistantbench::assistantbench.validation.4::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.4,assistantbench,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
assistantbench::assistantbench.validation.4::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.4,assistantbench,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet
assistantbench::assistantbench.validation.4::GenericAgent-gpt-4o-2024-11-20,looping,0,GenericAgent-gpt-4o-2024-11-20,validation,assistantbench::assistantbench.validation.4,assistantbench,assistantbench,GenericAgent-gpt-4o-2024-11-20
assistantbench::assistantbench.validation.4::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.4,assistantbench,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
assistantbench::assistantbench.validation.5::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.5,assistantbench,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
assistantbench::assistantbench.validation.5::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.5,assistantbench,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet
assistantbench::assistantbench.validation.5::GenericAgent-gpt-4o-2024-11-20,looping,0,GenericAgent-gpt-4o-2024-11-20,validation,assistantbench::assistantbench.validation.5,assistantbench,assistantbench,GenericAgent-gpt-4o-2024-11-20
assistantbench::assistantbench.validation.5::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,GenericAgent-gpt-4o-2024-11-20,train,assistantbench::assistantbench.validation.5,assistantbench,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
visualwebarena::visualwebarena.118::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,GenericAgent-gpt-4o-2024-11-20,train,visualwebarena::visualwebarena.118,visualwebarena,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
visualwebarena::visualwebarena.118::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-gpt-4o-2024-11-20,train,visualwebarena::visualwebarena.118,visualwebarena,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet
visualwebarena::visualwebarena.118::GenericAgent-gpt-4o-2024-11-20,looping,0,GenericAgent-gpt-4o-2024-11-20,validation,visualwebarena::visualwebarena.118,visualwebarena,visualwebarena,GenericAgent-gpt-4o-2024-11-20
visualwebarena::visualwebarena.133::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,GenericAgent-gpt-4o-2024-11-20,train,visualwebarena::visualwebarena.133,visualwebarena,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
visualwebarena::visualwebarena.133::GenericAgent-anthropic_claude-3.7-sonnet,looping,1,GenericAgent-gpt-4o-2024-11-20,train,visualwebarena::visualwebarena.133,visualwebarena,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet
visualwebarena::visualwebarena.133::GenericAgent-gpt-4o-2024-11-20,looping,0,GenericAgent-gpt-4o-2024-11-20,validation,visualwebarena::visualwebarena.133,visualwebarena,visualwebarena,GenericAgent-gpt-4o-2024-11-20
visualwebarena::visualwebarena.248::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,GenericAgent-gpt-4o-2024-11-20,train,visualwebarena::visualwebarena.248,visualwebarena,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
visualwebarena::visualwebarena.248::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-gpt-4o-2024-11-20,train,visualwebarena::visualwebarena.248,visualwebarena,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet
visualwebarena::visualwebarena.248::GenericAgent-gpt-4o-2024-11-20,looping,0,GenericAgent-gpt-4o-2024-11-20,validation,visualwebarena::visualwebarena.248,visualwebarena,visualwebarena,GenericAgent-gpt-4o-2024-11-20
visualwebarena::visualwebarena.352::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,GenericAgent-gpt-4o-2024-11-20,train,visualwebarena::visualwebarena.352,visualwebarena,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
visualwebarena::visualwebarena.352::GenericAgent-anthropic_claude-3.7-sonnet,looping,1,GenericAgent-gpt-4o-2024-11-20,train,visualwebarena::visualwebarena.352,visualwebarena,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet
visualwebarena::visualwebarena.352::GenericAgent-gpt-4o-2024-11-20,looping,0,GenericAgent-gpt-4o-2024-11-20,validation,visualwebarena::visualwebarena.352,visualwebarena,visualwebarena,GenericAgent-gpt-4o-2024-11-20
visualwebarena::visualwebarena.419::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,GenericAgent-gpt-4o-2024-11-20,train,visualwebarena::visualwebarena.419,visualwebarena,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
visualwebarena::visualwebarena.419::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-gpt-4o-2024-11-20,train,visualwebarena::visualwebarena.419,visualwebarena,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet
visualwebarena::visualwebarena.419::GenericAgent-gpt-4o-2024-11-20,looping,1,GenericAgent-gpt-4o-2024-11-20,validation,visualwebarena::visualwebarena.419,visualwebarena,visualwebarena,GenericAgent-gpt-4o-2024-11-20
visualwebarena::visualwebarena.525::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,GenericAgent-gpt-4o-2024-11-20,train,visualwebarena::visualwebarena.525,visualwebarena,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
visualwebarena::visualwebarena.525::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-gpt-4o-2024-11-20,train,visualwebarena::visualwebarena.525,visualwebarena,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet
visualwebarena::visualwebarena.525::GenericAgent-gpt-4o-2024-11-20,looping,0,GenericAgent-gpt-4o-2024-11-20,validation,visualwebarena::visualwebarena.525,visualwebarena,visualwebarena,GenericAgent-gpt-4o-2024-11-20
visualwebarena::visualwebarena.64::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,GenericAgent-gpt-4o-2024-11-20,train,visualwebarena::visualwebarena.64,visualwebarena,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
visualwebarena::visualwebarena.64::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-gpt-4o-2024-11-20,train,visualwebarena::visualwebarena.64,visualwebarena,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet
visualwebarena::visualwebarena.64::GenericAgent-gpt-4o-2024-11-20,looping,1,GenericAgent-gpt-4o-2024-11-20,validation,visualwebarena::visualwebarena.64,visualwebarena,visualwebarena,GenericAgent-gpt-4o-2024-11-20
visualwebarena::visualwebarena.739::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,GenericAgent-gpt-4o-2024-11-20,train,visualwebarena::visualwebarena.739,visualwebarena,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
visualwebarena::visualwebarena.739::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-gpt-4o-2024-11-20,train,visualwebarena::visualwebarena.739,visualwebarena,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet
visualwebarena::visualwebarena.739::GenericAgent-gpt-4o-2024-11-20,looping,0,GenericAgent-gpt-4o-2024-11-20,validation,visualwebarena::visualwebarena.739,visualwebarena,visualwebarena,GenericAgent-gpt-4o-2024-11-20
webarena::webarena.15::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,GenericAgent-gpt-4o-2024-11-20,train,webarena::webarena.15,webarena,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
webarena::webarena.15::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,GenericAgent-gpt-4o-2024-11-20,train,webarena::webarena.15,webarena,webarena,GenericAgent-anthropic_claude-3.7-sonnet
webarena::webarena.15::GenericAgent-gpt-4o-2024-11-20,looping,0,GenericAgent-gpt-4o-2024-11-20,validation,webarena::webarena.15,webarena,webarena,GenericAgent-gpt-4o-2024-11-20
webarena::webarena.15::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,GenericAgent-gpt-4o-2024-11-20,train,webarena::webarena.15,webarena,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
