field_path,observed_type,example_value_redacted,presence_count,benchmark,model_name,possible_semantic_role
$.flags.use_plan,bool,False,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.use_plan,bool,False,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.use_plan,bool,False,1,workarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.use_plan,bool,False,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.use_thinking,bool,True,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.use_thinking,bool,True,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.use_thinking,bool,True,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.use_thinking,bool,True,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.use_thinking,bool,True,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.use_thinking,bool,True,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.use_thinking,bool,True,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.use_thinking,bool,True,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.use_thinking,bool,True,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.use_thinking,bool,True,1,webarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.use_thinking,bool,True,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.flags.use_thinking,bool,True,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.flags.use_thinking,bool,True,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.flags.use_thinking,bool,True,1,workarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.flags.use_thinking,bool,True,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.goal,str,"Which Vanguard ETF had the highest pct increase between 2013 and 2023: VGT, MGK,…",1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.goal,str,What's the lowest price a Single Family house was sold in Queen Anne in January …,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.goal,str,"Which paintball places in Cologne, Germany are within a 10 minute walk from a ka…",1,assistantbench,GenericAgent-gpt-4o-2024-11-20,unclassified
$.goal,str,"What popular hiking trails to waterfalls in Yosemite National Park (more than 1,…",1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.goal,str,What is the time on the phone with the visible screen in the third row on this p…,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.goal,str,What is the time on the phone with the visible screen in the third row on this p…,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.goal,str,What is the time on the phone with the visible screen in the third row on this p…,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.goal,str,Pull up the description page of Carnegie Mellon University on Map,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.goal,str,Find the page of the university that has most Turning Award winners on the map.,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.goal,str,Pull up the description page of Carnegie Mellon University on Map,1,webarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.goal,str,Pull up the description page of Carnegie Mellon University on Map,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.goal,str,"Order an Apple MacBook Pro 15"" from the service catalog Concretely, you need to …",1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.goal,str,"Order an Apple MacBook Pro 15"" from the service catalog Concretely, you need to …",1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.goal,str,"Order a loaner laptop from the service catalog Concretely, you need to complete …",1,workarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.goal,str,"Order an Apple MacBook Pro 15"" from the service catalog Concretely, you need to …",1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.model,str,Qwen/Qwen2.5-VL-72B-Instruct,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model,str,anthropic/claude-3.7-sonnet,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model,str,gpt-4o-2024-11-20,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model,str,meta-llama/Llama-3.3-70B-Instruct,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model,str,Qwen/Qwen2.5-VL-72B-Instruct,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model,str,anthropic/claude-3.7-sonnet,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model,str,gpt-4o-2024-11-20,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model,str,Qwen/Qwen2.5-VL-72B-Instruct,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model,str,anthropic/claude-3.7-sonnet,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model,str,gpt-4o-2024-11-20,1,webarena,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model,str,meta-llama/Llama-3.3-70B-Instruct,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model,str,Qwen/Qwen2.5-VL-72B-Instruct,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model,str,anthropic/claude-3.7-sonnet,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model,str,gpt-4o-2024-11-20,1,workarena,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model,str,meta-llama/Llama-3.3-70B-Instruct,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model_args,dict,<dict:6>,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model_args,dict,<dict:6>,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model_args,dict,<dict:6>,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model_args,dict,<dict:7>,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model_args,dict,<dict:6>,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model_args,dict,<dict:6>,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model_args,dict,<dict:6>,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model_args,dict,<dict:6>,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model_args,dict,<dict:6>,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model_args,dict,<dict:6>,1,webarena,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model_args,dict,<dict:7>,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model_args,dict,<dict:6>,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model_args,dict,<dict:6>,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model_args,dict,<dict:6>,1,workarena,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model_args,dict,<dict:7>,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model_args.base_url,str,https://vllm-llama.mcgill-nlp.org/v1,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model_args.base_url,str,https://vllm-llama.mcgill-nlp.org/v1,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model_args.base_url,str,https://vllm-llama.mcgill-nlp.org/v1,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model_args.max_input_tokens,int,15360,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.model_args.max_input_tokens,int,15360,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.model_args.max_input_tokens,int,15360,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.model_args.max_input_tokens,int,15360,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.model_args.max_input_tokens,int,15360,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.model_args.max_input_tokens,int,15360,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.model_args.max_input_tokens,int,15360,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.model_args.max_input_tokens,int,15360,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.model_args.max_input_tokens,int,15360,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.model_args.max_input_tokens,int,15360,1,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.model_args.max_input_tokens,int,15360,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.model_args.max_input_tokens,int,15360,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.model_args.max_input_tokens,int,15360,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.model_args.max_input_tokens,int,15360,1,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.model_args.max_input_tokens,int,15360,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.model_args.max_new_tokens,int,1024,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.model_args.max_new_tokens,int,1024,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.model_args.max_new_tokens,int,1024,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.model_args.max_new_tokens,int,1024,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.model_args.max_new_tokens,int,1024,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.model_args.max_new_tokens,int,1024,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.model_args.max_new_tokens,int,1024,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.model_args.max_new_tokens,int,1024,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.model_args.max_new_tokens,int,1024,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.model_args.max_new_tokens,int,1024,1,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.model_args.max_new_tokens,int,1024,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.model_args.max_new_tokens,int,1024,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.model_args.max_new_tokens,int,1024,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.model_args.max_new_tokens,int,1024,1,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.model_args.max_new_tokens,int,1024,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.model_args.max_total_tokens,int,16384,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.model_args.max_total_tokens,int,16384,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.model_args.max_total_tokens,int,16384,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.model_args.max_total_tokens,int,16384,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.model_args.max_total_tokens,int,16384,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.model_args.max_total_tokens,int,16384,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.model_args.max_total_tokens,int,16384,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.model_args.max_total_tokens,int,16384,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.model_args.max_total_tokens,int,16384,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.model_args.max_total_tokens,int,16384,1,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.model_args.max_total_tokens,int,16384,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.model_args.max_total_tokens,int,16384,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.model_args.max_total_tokens,int,16384,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.model_args.max_total_tokens,int,16384,1,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.model_args.max_total_tokens,int,16384,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.model_args.model_name,str,Qwen/Qwen2.5-VL-72B-Instruct,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model_args.model_name,str,anthropic/claude-3.7-sonnet,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model_args.model_name,str,gpt-4o-2024-11-20,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model_args.model_name,str,meta-llama/Llama-3.3-70B-Instruct,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model_args.model_name,str,Qwen/Qwen2.5-VL-72B-Instruct,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model_args.model_name,str,anthropic/claude-3.7-sonnet,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model_args.model_name,str,gpt-4o-2024-11-20,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model_args.model_name,str,Qwen/Qwen2.5-VL-72B-Instruct,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model_args.model_name,str,anthropic/claude-3.7-sonnet,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model_args.model_name,str,gpt-4o-2024-11-20,1,webarena,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model_args.model_name,str,meta-llama/Llama-3.3-70B-Instruct,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model_args.model_name,str,Qwen/Qwen2.5-VL-72B-Instruct,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model_args.model_name,str,anthropic/claude-3.7-sonnet,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model_args.model_name,str,gpt-4o-2024-11-20,1,workarena,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model_args.model_name,str,meta-llama/Llama-3.3-70B-Instruct,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model_args.temperature,int,0,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model_args.temperature,int,0,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model_args.temperature,int,0,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model_args.temperature,int,0,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model_args.temperature,int,0,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model_args.temperature,int,0,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model_args.temperature,int,0,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model_args.temperature,int,0,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model_args.temperature,int,0,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model_args.temperature,int,0,1,webarena,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model_args.temperature,int,0,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model_args.temperature,int,0,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model_args.temperature,int,0,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model_args.temperature,int,0,1,workarena,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model_args.temperature,int,0,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model_args.vision_support,bool,True,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model_args.vision_support,bool,True,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model_args.vision_support,bool,True,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model_args.vision_support,bool,False,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model_args.vision_support,bool,True,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model_args.vision_support,bool,True,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model_args.vision_support,bool,True,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model_args.vision_support,bool,True,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model_args.vision_support,bool,True,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model_args.vision_support,bool,True,1,webarena,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model_args.vision_support,bool,False,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.model_args.vision_support,bool,True,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,model_metadata
$.model_args.vision_support,bool,True,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,model_metadata
$.model_args.vision_support,bool,True,1,workarena,GenericAgent-gpt-4o-2024-11-20,model_metadata
$.model_args.vision_support,bool,False,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,model_metadata
$.package_version,str,Faker==33.1.0 Farama-Notifications==0.0.4 Flask==3.1.0 GitPython==3.1.43 Jinja2=…,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.package_version,str,Faker==33.1.0 Farama-Notifications==0.0.4 Flask==3.1.0 GitPython==3.1.43 Jinja2=…,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.package_version,str,Faker==33.1.0 Farama-Notifications==0.0.4 Flask==3.1.0 GitPython==3.1.43 Jinja2=…,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,unclassified
$.package_version,str,Faker==33.1.0 Farama-Notifications==0.0.4 Flask==3.1.0 GitPython==3.1.43 Jinja2=…,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.package_version,str,Faker==33.1.0 Farama-Notifications==0.0.4 Flask==3.1.0 GitPython==3.1.43 Jinja2=…,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.package_version,str,Faker==33.1.0 Farama-Notifications==0.0.4 Flask==3.1.0 GitPython==3.1.43 Jinja2=…,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.package_version,str,Faker==33.1.0 Farama-Notifications==0.0.4 Flask==3.1.0 GitPython==3.1.43 Jinja2=…,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.package_version,str,Faker==33.1.0 Farama-Notifications==0.0.4 Flask==3.1.0 GitPython==3.1.43 Jinja2=…,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.package_version,str,Faker==33.1.0 Farama-Notifications==0.0.4 Flask==3.1.0 GitPython==3.1.43 Jinja2=…,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.package_version,str,Faker==33.1.0 Farama-Notifications==0.0.4 Flask==3.1.0 GitPython==3.1.43 Jinja2=…,1,webarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.package_version,str,Faker==33.1.0 Farama-Notifications==0.0.4 Flask==3.1.0 GitPython==3.1.43 Jinja2=…,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.package_version,str,Faker==33.1.0 Farama-Notifications==0.0.4 Flask==3.1.0 GitPython==3.1.43 Jinja2=…,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.package_version,str,Faker==33.1.0 Farama-Notifications==0.0.4 Flask==3.1.0 GitPython==3.1.43 Jinja2=…,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.package_version,str,Faker==33.1.0 Farama-Notifications==0.0.4 Flask==3.1.0 GitPython==3.1.43 Jinja2=…,1,workarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.package_version,str,Faker==33.1.0 Farama-Notifications==0.0.4 Flask==3.1.0 GitPython==3.1.43 Jinja2=…,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.seed,int,0,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.seed,int,0,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.seed,int,0,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,unclassified
$.seed,int,0,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.seed,int,0,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.seed,int,0,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.seed,int,0,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.seed,int,0,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.seed,int,0,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.seed,int,0,1,webarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.seed,int,0,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.seed,int,0,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,unclassified
$.seed,int,0,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,unclassified
$.seed,int,0,1,workarena,GenericAgent-gpt-4o-2024-11-20,unclassified
$.seed,int,0,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,unclassified
$.steps,list,<list:31>,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps,list,<list:7>,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps,list,<list:5>,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps,list,<list:5>,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps,list,<list:4>,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps,list,<list:3>,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps,list,<list:3>,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps,list,<list:3>,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps,list,<list:3>,1,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps,list,<list:3>,1,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps,list,<list:4>,1,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps,list,<list:8>,1,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps,list,<list:7>,1,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps,list,<list:9>,1,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps,list,<list:8>,1,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[],dict,<dict:15>,31,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[],dict,<dict:15>,7,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[],dict,<dict:15>,5,assistantbench,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[],dict,<dict:15>,5,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[],dict,<dict:15>,4,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[],dict,<dict:15>,3,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[],dict,<dict:15>,3,visualwebarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[],dict,<dict:15>,14,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[],dict,<dict:15>,3,webarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[],dict,<dict:15>,3,webarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[],dict,<dict:15>,4,webarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[],dict,<dict:15>,8,workarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,token_or_step_metadata
$.steps[],dict,<dict:15>,7,workarena,GenericAgent-anthropic_claude-3.7-sonnet,token_or_step_metadata
$.steps[],dict,<dict:15>,9,workarena,GenericAgent-gpt-4o-2024-11-20,token_or_step_metadata
$.steps[],dict,<dict:15>,8,workarena,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,token_or_step_metadata
$.steps[].action,null,None,1,assistantbench,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,action
$.steps[].action,null,None,1,assistantbench,GenericAgent-anthropic_claude-3.7-sonnet,action
$.steps[].action,null,None,1,assistantbench,GenericAgent-gpt-4o-2024-11-20,action
$.steps[].action,null,None,1,assistantbench,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,action
$.steps[].action,null,None,1,visualwebarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,action
$.steps[].action,null,None,1,visualwebarena,GenericAgent-anthropic_claude-3.7-sonnet,action
$.steps[].action,null,None,1,visualwebarena,GenericAgent-gpt-4o-2024-11-20,action
$.steps[].action,null,None,2,webarena,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,action
