protocol,trajectory_key,target,label,held_out_group,role,inner_split,inner_n_splits,benchmark_group_primary,benchmark_group_secondary,group_key,model_name
primary_four_group,assistantbench::assistantbench.validation.11::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_validation,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.11,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,assistantbench::assistantbench.validation.11::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_validation,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.11,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,assistantbench::assistantbench.validation.11::GenericAgent-gpt-4o-2024-11-20,looping,1,workarena,train,inner_validation,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.11,GenericAgent-gpt-4o-2024-11-20
primary_four_group,assistantbench::assistantbench.validation.11::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,workarena,train,inner_validation,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.11,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,assistantbench::assistantbench.validation.25::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,workarena,train,inner_validation,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.25,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,assistantbench::assistantbench.validation.25::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_validation,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.25,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,assistantbench::assistantbench.validation.25::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_validation,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.25,GenericAgent-gpt-4o-2024-11-20
primary_four_group,assistantbench::assistantbench.validation.25::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,workarena,train,inner_validation,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.25,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,assistantbench::assistantbench.validation.31::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_train,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.31,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,assistantbench::assistantbench.validation.31::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.31,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,assistantbench::assistantbench.validation.31::GenericAgent-gpt-4o-2024-11-20,looping,1,workarena,train,inner_train,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.31,GenericAgent-gpt-4o-2024-11-20
primary_four_group,assistantbench::assistantbench.validation.31::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,workarena,train,inner_train,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.31,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,assistantbench::assistantbench.validation.3::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,workarena,train,inner_validation,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.3,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,assistantbench::assistantbench.validation.3::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_validation,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.3,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,assistantbench::assistantbench.validation.3::GenericAgent-gpt-4o-2024-11-20,looping,1,workarena,train,inner_validation,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.3,GenericAgent-gpt-4o-2024-11-20
primary_four_group,assistantbench::assistantbench.validation.3::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,workarena,train,inner_validation,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.3,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,assistantbench::assistantbench.validation.4::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_train,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.4,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,assistantbench::assistantbench.validation.4::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.4,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,assistantbench::assistantbench.validation.4::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.4,GenericAgent-gpt-4o-2024-11-20
primary_four_group,assistantbench::assistantbench.validation.4::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,workarena,train,inner_train,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.4,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,assistantbench::assistantbench.validation.5::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_train,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.5,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,assistantbench::assistantbench.validation.5::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.5,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,assistantbench::assistantbench.validation.5::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.5,GenericAgent-gpt-4o-2024-11-20
primary_four_group,assistantbench::assistantbench.validation.5::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,workarena,train,inner_train,5,assistantbench,assistantbench,assistantbench::assistantbench.validation.5,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,visualwebarena::visualwebarena.118::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,workarena,train,inner_train,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.118,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,visualwebarena::visualwebarena.118::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.118,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,visualwebarena::visualwebarena.118::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.118,GenericAgent-gpt-4o-2024-11-20
primary_four_group,visualwebarena::visualwebarena.133::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_train,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.133,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,visualwebarena::visualwebarena.133::GenericAgent-anthropic_claude-3.7-sonnet,looping,1,workarena,train,inner_train,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.133,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,visualwebarena::visualwebarena.133::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.133,GenericAgent-gpt-4o-2024-11-20
primary_four_group,visualwebarena::visualwebarena.248::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_train,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.248,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,visualwebarena::visualwebarena.248::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.248,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,visualwebarena::visualwebarena.248::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.248,GenericAgent-gpt-4o-2024-11-20
primary_four_group,visualwebarena::visualwebarena.352::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,workarena,train,inner_train,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.352,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,visualwebarena::visualwebarena.352::GenericAgent-anthropic_claude-3.7-sonnet,looping,1,workarena,train,inner_train,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.352,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,visualwebarena::visualwebarena.352::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.352,GenericAgent-gpt-4o-2024-11-20
primary_four_group,visualwebarena::visualwebarena.419::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,workarena,train,inner_validation,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.419,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,visualwebarena::visualwebarena.419::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_validation,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.419,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,visualwebarena::visualwebarena.419::GenericAgent-gpt-4o-2024-11-20,looping,1,workarena,train,inner_validation,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.419,GenericAgent-gpt-4o-2024-11-20
primary_four_group,visualwebarena::visualwebarena.525::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,workarena,train,inner_train,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.525,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,visualwebarena::visualwebarena.525::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.525,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,visualwebarena::visualwebarena.525::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.525,GenericAgent-gpt-4o-2024-11-20
primary_four_group,visualwebarena::visualwebarena.64::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_validation,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.64,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,visualwebarena::visualwebarena.64::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_validation,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.64,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,visualwebarena::visualwebarena.64::GenericAgent-gpt-4o-2024-11-20,looping,1,workarena,train,inner_validation,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.64,GenericAgent-gpt-4o-2024-11-20
primary_four_group,visualwebarena::visualwebarena.739::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,workarena,train,inner_validation,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.739,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,visualwebarena::visualwebarena.739::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_validation,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.739,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,visualwebarena::visualwebarena.739::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_validation,5,visualwebarena,visualwebarena,visualwebarena::visualwebarena.739,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.15::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_validation,5,webarena,webarena,webarena::webarena.15,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.15::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_validation,5,webarena,webarena,webarena::webarena.15,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.15::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_validation,5,webarena,webarena,webarena::webarena.15,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.15::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,workarena,train,inner_validation,5,webarena,webarena,webarena::webarena.15,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.171::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.171,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.171::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.171,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.171::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.171,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.171::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.171,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.265::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.265,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.265::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.265,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.265::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.265,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.265::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.265,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.27::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.27,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.27::GenericAgent-anthropic_claude-3.7-sonnet,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.27,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.27::GenericAgent-gpt-4o-2024-11-20,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.27,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.27::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.27,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.306::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.306,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.306::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.306,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.306::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.306,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.306::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.306,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.327::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.327,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.327::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.327,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.327::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.327,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.327::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.327,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.33::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.33,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.33::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.33,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.33::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.33,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.33::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.33,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.344::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.344,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.344::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.344,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.344::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.344,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.344::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.344,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.370::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.370,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.370::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.370,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.370::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.370,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.370::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.370,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.380::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.380,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.380::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.380,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.380::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.380,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.380::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.380,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.416::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.416,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.416::GenericAgent-anthropic_claude-3.7-sonnet,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.416,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.416::GenericAgent-gpt-4o-2024-11-20,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.416,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.416::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.416,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.427::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.427,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.427::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.427,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.427::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.427,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.427::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.427,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.430::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.430,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.430::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.430,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.430::GenericAgent-gpt-4o-2024-11-20,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.430,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.430::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.430,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.578::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.578,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.578::GenericAgent-anthropic_claude-3.7-sonnet,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.578,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.578::GenericAgent-gpt-4o-2024-11-20,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.578,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.578::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.578,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.583::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.583,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.583::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.583,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.583::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.583,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.583::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.583,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.586::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_validation,5,webarena,webarena,webarena::webarena.586,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.586::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_validation,5,webarena,webarena,webarena::webarena.586,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.586::GenericAgent-gpt-4o-2024-11-20,looping,1,workarena,train,inner_validation,5,webarena,webarena,webarena::webarena.586,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.586::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,workarena,train,inner_validation,5,webarena,webarena,webarena::webarena.586,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.604::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.604,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.604::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.604,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.604::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.604,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.604::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.604,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.629::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.629,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.629::GenericAgent-anthropic_claude-3.7-sonnet,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.629,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.629::GenericAgent-gpt-4o-2024-11-20,looping,0,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.629,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.629::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.629,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
primary_four_group,webarena::webarena.666::GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.666,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct
primary_four_group,webarena::webarena.666::GenericAgent-anthropic_claude-3.7-sonnet,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.666,GenericAgent-anthropic_claude-3.7-sonnet
primary_four_group,webarena::webarena.666::GenericAgent-gpt-4o-2024-11-20,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.666,GenericAgent-gpt-4o-2024-11-20
primary_four_group,webarena::webarena.666::GenericAgent-meta-llama_Llama-3.3-70B-Instruct,looping,1,workarena,train,inner_train,5,webarena,webarena,webarena::webarena.666,GenericAgent-meta-llama_Llama-3.3-70B-Instruct
